code,loc,dates,user,environment,transports,securite,sante,sp_loisirs,culture,enseignement,commerces,qualite_de_vie,comm_positif,comm_negatif,agree,disagree,average
75015,PARIS 15E ARRONDISSEMENT,NA,Powertrain,9,8,9,10,9,8,9,10,10,"Après plusieurs années sur Paris,  nous avons acheté un grand appartement dans le 15ème vers Convention,  il y en a de nombreux dans cet arrondissement.
Je trouve que c'est idéal pour une famille,  il y a de nombreux commerces,  restaurants,  le marché plusieurs fois par semaine,  des espaces verts,  écoles,  crèches,  médecins etc.","Pas très loin de la ligne 12 pour notre part,  mais certains doivent avoir l'accès au métro un peu plus éloigné.
Pas beaucoup de vie nocturne,  cependant ce n'est pas ce que nous recherchions.",15,9,9.1
75015,PARIS 15E ARRONDISSEMENT,NA,Ernest,8,10,7,8,8,8,8,9,9,"- les transports
- les restaurants
- le cadre de vie
- le centre commercial Beaugrenelle
- les parcs
- les quais de Seine
- la proximité du centre de Paris.","- Le stress de la vie parisienne
- Les trottinettes folles
- Certains cyclistes qui n'ont pas compris que le code de la route leur est aussi applicable,  notamment vis-à-vis des piétons.",25,8,8.3
75015,PARIS 15E ARRONDISSEMENT,NA,Barbaofhf,2,4,6,8,5,8,8,8,7,"Commerces,  métros,  cinémas,  écoles,  théâtres et restaurants  très nombreux et sympa.","Réseau de bus absurde (ligne 88)
Travaux partout
Pistes cyclables absurdes. Vélo dangereux et irrespectueux.
Délinquance (Alleray : cité en plein Paris,  sortie gare Montparnasse)
Pas d'espace verts pour promener chiens.",10,20,6.2
75015,PARIS 15E ARRONDISSEMENT,NA,Alain20,8,10,8,9,8,8,8,10,9,"Excellent arrondissement pas trop touristique,  en sécurité,  idéal pour habiter.
Tout sous la main,  commerces,  écoles,  crèches.
L'arrondissement est vivant tout en conservant des zones calmes.
Des espaces verts,  dont certains particulièrement agréables : George Brassens,  Saint-Lambert,  André Citroën,  Promenade de la Petite Ceinture.",Loyers et immobilier chers.,22,10,8.7
75015,PARIS 15E ARRONDISSEMENT,NA,Philip,5,8,5,9,7,5,8,9,6,"Arrondissement très bien desservi
Commerces
Médecins et cliniques
Très bonnes écoles.","Sécurité dans le 15e qui se dégrade malheureusement à vue d'œil depuis 3 ans,  bandes qui trainent tard le soir,  voitures fracturées,  tirs  de mortier,
Livreurs à scooter très bruyants et causant beaucoup de nuisances rue de la Convention,  etc
Peu d'espaces verts,  densification depuis 5 ans
Propreté des trottoirs à revoir, agents de propreté invisibles
Voirie non entretenue, nids de poule partout
Mairie d'arrondissement impuissante
Aménagements cyclables mal foutus
Cyclistes et 2 roues ne respectant pas le code de la route.",17,20,6.9
75015,PARIS 15E ARRONDISSEMENT,NA,Lemuel,8,10,8,10,9,9,9,10,9,"Très bon arrondissement, 
Logements plutôt grands par rapport au centre de Paris et de nombreux balcons et terrasses ;
Beaucoup de commerces à tous les prix,  grande diversité de restaurants ;
De nombreux parcs et espaces verts (pour Paris),  les bords de Seine
De nombreux moyens de transport : Métro,  RER,  bus,  tramway,  gare Montparnasse
Plusieurs grands hôpitaux,  de nombreux laboratoires d'analyse,  une pléthore de médecins.","Sale,  comme tout Paris. J'en arrive à me demander s'il ne faudrait pas tout simplement interdire les chiens à Paris. D'ailleurs,  avoir un chien à Paris n'est-il pas un plaisir égoïste ? Est-ce qu'un chien est vraiment fait pour vivre dans une ville aussi dense que Paris ?",43,18,9.1
75015,PARIS 15E ARRONDISSEMENT,NA,LeGarsdu15e,5,7,7,8,8,5,7,8,7,"Arrondissement très grand en superficie et donc très divers. Toutefois,  la caractéristique principale du 15e est d'être plutôt un arrondissement très (trop diront certains ?) tranquille.
C'est aussi ce qui fait son charme quand on n'est plus étudiant.
Donc,  clairement un arrondissement calme et un peu pépère avec peu d'offre culturelle (théâtre ou cinéma) même si cette offre culturelle se trouve à quelques stations de métro.
Plutôt reposant avec une population assez variée.
Bien desservi par les transports.
Beaucoup de commerces,  de bars et de restaurants.","Le revers de la médaille c'est le côté un peu trop paisible qui pourra déplaire à certains.
Les prix des loyers comme pour tout Paris deviennent démentiels. (Je paye 1300 € un 2 pièces de 48 m2)
Les commerces alimentaires également sont assez chers.
Point noir,  le quartier devient pénible côté circulation en raison de la priorité donnée aux vélos. Un schéma de circulation qui devient aberrant et des temps de transport allongés d'autant.
On note aussi,  même si je n'en souffre pas directement et que je vis plutôt dans la partie la plus populaire du 15e,  des poches de délinquance. A vérifier sur le long terme.
La mairie d'arrondissement cajole un électorat assez conservateur et ne se montre guère audacieuse même si elle fait des efforts pour séduire les jeunes ménages.
La propreté laisse assez à désirer mais c'est malheureusement général à Paris et la faute en incombe au premier chef aux habitants...
Bref,  un arrondissement où j'aime bien vivre parce qu'il est éloigné des quartiers bobos et des quartiers où cela ""zone"" un peu trop comme les alentours des gares.",9,10,6.9
75015,PARIS 15E ARRONDISSEMENT,NA,Da King select,4,7,6,5,7,8,6,8,8,"Je viens de lire certains commentaires, effectivement chaque personne a sa propre expérience. Pour moi tout va bien.
Ce quartier vit,  très animé par les marchés mardi jeudi et dimanches un vrai plaisir.
Pas la peine de sortir du quartier vous avez tout sous la main! J'ai même trouvé un noeud pap ce qui est rare. donc beaucoup de commerces de proximité et ça c'est top!","Beaucoup trop cher beaucoup trop cher. Pour un même panier entre le 15 eme et le 11 eme il y a au moins 15 euros de différence!!! (Médicaments,  fruits,  ou encore même le pain au chocolat !!!! Trop de différence de prix). Ce quartier est cher.
C'est un quartier qui est pour les couples donc quand on est jeune c'est compliqué.
Effectivement les logements sont chers pour rien insalubres,  aucune isolation bref comme un peu partout dans Paris.
En terme d'insécurité, je ne la ressens pas mais il faut dire que je vis dans un logement ultra sécurisé donc je me fie aux commentaires des autres sur la sécurité!
De toutes les manières je pense déménager à Brunoy qui n'est pas encore cher et très bien géré! Voilà si ça peut aider.",7,3,6.6
75015,PARIS 15E ARRONDISSEMENT,NA,Peter,8,10,8,10,9,8,9,10,9,"Le 15ème est un arrondissement très agréable à vivre. Il y a à peu près tout.
Tout type de restaurants,  des cinémas,  des bibliothèques,  des piscines,  des commerces presque partout (grand centre Beaugrenelle,  Montparnasse,  rue du commerce,  Convention,  …), 
C'est le 3ème arrondissement de Paris en terme de surface d'espaces verts,  de nombreux parcs.
Tout l'Ouest de l'arrondissement est bordé par la Seine avec sa promenade le long des quais. Le matin,  habitant près de la Seine,  nous sommes réveillés par le cri des mouettes.
Côté transport,  il y a 6 lignes de métro,  un RER et deux lignes de tramway,  sans compter les lignes de bus.
Plusieurs hôpitaux de réputation nationale voire internationale,  je n'ai eu aucun problème à trouver un médecin traitant en arrivant.","La pollution,  bien sûr,  comme dans toute la petite couronne,  mais la situation s'améliore progressivement avec la mise en place de la ZFE.
Côté culturel il y a quelques musées,  il en faudrait plus mais c'est tellement facile et rapide de se rendre dans les arrondissements centraux en transport où il y en a une profusion que ce n'est pas vraiment un inconvénient.
Le prix du mètre carré.
Quand je vois qu'un commentaire précédent a noté 0 pour les transports,  2 pour la santé,  et 1 pour la sécurité on se demande bien où est l'objectivité de ces notations. Je viens de proche banlieue et ça me fait doucement rire. Certains devraient aller faire un tour en banlieue,  le 15ème mérite au bas mot un 8 niveau sécurité.",27,8,9
75015,PARIS 15E ARRONDISSEMENT,NA,J-delbez,0,1,1,2,7,7,7,5,0,Le point fort de cet arrondissement est dédié à la culture ainsi qu'a ses structures d'enseignement.,"La qualité de l'air est déplorable, le monoxyde de carbone est partout, la capitale restera toujours fidèle à sa réputation en restant une ville poubelle.
Malgré le nombre de médecins le désert médical est bien réel puisque ces professionnels ne prennent plus aucuns nouveaux patients.
L'insécurité est bien réelle et cet arrondissement comme tous les autres ne fait pas office d'exception.
Les prix de l'immobilier sont chers, les logements sont bien souvent vétustes, insalubres, délabrés et non conforme à la dignité humaine.",23,46,3.3
75015,PARIS 15E ARRONDISSEMENT,NA,guekko,5,9,8,8,7,7,9,10,9,"Enormément de commerces de bouche (de qualité,  et bien moins chers que dans certains arrondissements environnant),  des petits quartiers faisant très ""village"" avec des habitants respectueux. Le quartier Rue Lecourbe nord (au nord de la rue Cambronne) est l'un des plus agréables à vivre (ça fait 35 ans que j'habite Paris,  et j'en ai fait,  des quartiers !),  très commerçant,  très propre (rues pas du tout dénaturées ni salies par le tourisme de masse,  frappant le 7e).","Certains quartiers sont très ""béton"" (Beaugrenelle,  bien sûr),  et certains,  au sud de l'arrondissement,  carrément sinistres et peu sécurisés. Le 15e est très disparate,  choisissez bien votre point de chute ! 😉",12,4,8
75015,PARIS 15E ARRONDISSEMENT,NA,Rahan,6,8,3,5,6,5,5,8,5,"Le 15ème est très familial et possède beaucoup de commerces. Dans certains quartiers d'ailleurs,  les gens connaissent leurs commerçants par leur nom. De nombreux parcs à côté,  dont les Invalides,  le champs de Mars,  et le parc Georges Brassens pour les plus connus. L'arrondissement est plutôt bien desservi par les transports.","Evidemment le prix de l'immobilier est délirant,  mais c'est un peu comme partout dans Paris. Le pire est l'insécurité grandissante depuis plusieurs années. En effet,  la gestion des HLM a changé depuis plusieurs années,  et les bandes se sont formées un peu partout. Pas plus tard qu'hier un livreur s'est fait agresser à côté de chez moi par 10 personnes à 16h de l'après midi. En quelques années,  plusieurs viols ont été commis devant la mairie du 15ème le soir à 18h !! Bref, je vais déménager et chercher plus calme. ..",26,5,5.7
75015,PARIS 15E ARRONDISSEMENT,NA,lucil,8,8,5,8,7,5,7,10,9,"Le 15ème est certainement l'un des arrondissements les plus chouettes de Paris. J'y vis depuis 15 ans et je ne regrette pas le 17eme que je trouvais déjà sympa. Il y a quasi tout : des commerces à foison,  des écoles/collèges/crèches,  beaucoup de parcs/jardins pour Paris intra muros notamment le Parc André Citroën superbe,  le square St Lambert très bien entretenu,  plus au sud le parc Suzanne Lenglen qui permet de relier Issy à pied,  tous les médecins généralistes et spécialistes,  bref,  tout. Certains quartiers du 15ème sont plus sympas que d'autres car ils ont une vraie âme : Boucicaut,  Commerce,  Dupleix etc. D'autres par contre sont à éviter : limite avec le 14ème,  boulevard Lefebvre,  sud Balard notamment.","le prix exorbitant des loyers (mini 1000 euros un petit 2 pièces) et le bruit (beaucoup trop de 2 roues trafiqués et non contrôlés,  beaucoup trop de bagnoles en général). Le 3ème qui risque de progresser malheureusement : l'insécurité à cause de bandes qu'il vaut mieux ne pas croiser passé une certaine heure. Comme partout quoi !",19,5,7.4
75015,PARIS 15E ARRONDISSEMENT,NA,libai,8,10,8,10,9,8,8,10,9,"Très bon arrondissement,  les avantages de Paris sans un grand nombre d'inconvénients :
Logements plutôt grands par rapport au centre de Paris ;
Beaucoup de commerces divers et variés,  une grande diversité de restaurants tant en terme de prix qu'en terme de type de cuisine ;
Pour la culture,  de nombreuses bibliothèques,  des cinémas,  des piscines,  proximité de la maison de la radio,  maison de la culture du Japon,  musée Bourdelle,  … ;
Des écoles et lycées de niveau correct,  beaucoup d'écoles d'enseignement supérieur côté Beaugrenelle (commerce,  informatique,  immobilier,  Cordon bleu,  …) ;
Pour prendre l'air,  de nombreux parcs répartis sur l'ensemble de l'arrondissement (Gorges Brassens au sud-est,  André Citroën au sud-ouest,  petite ceinture au sud,  Saint-Lambert au centre,  Champ de Mars près du nord-ouest) + les bords de Seine.","Certains inconvénients de Paris :
Prix de l'immobilier tant à l'achat qu'à la location ;
Rues sales de déjections canines (le pire c'est que les parisiens ont fini par s'y habituer en considérant cela normal alors que ce phénomène est nettement moins important dans la majorité des grandes métropoles mondiales,  d'où le grand étonnement des touristes en visitant Paris) ;
Augmentation lente mais réelle de l'insécurité ;
Manque de verdure au sein des îlots et dans les rues.",24,6,8.9
75015,PARIS 15E ARRONDISSEMENT,NA,Master of the Caster,7,10,7,10,10,9,8,10,9,"Présence de tous les commerces et services possibles. Très nombreux cinémas,  théâtres et restaurants.
Tous les transports en commun parisiens sont disponibles. Pour les automobilistes,  proximité des autoroutes A13 et A6 pour partir en week-end ou en vacances.
Nombreux parcs et espaces verts : Citroën,  Brassens,  Saint-Lambert,  etc. Beaucoup de pistes cyclables ont été créées,  ce qui contribue à rendre l'arrondissement moins roulant que par le passé.
Très nombreux médecins et spécialistes,  qui prennent les nouveaux habitants sans problème. Plusieurs établissements importants : Necker,  Pompidou,  etc.","Qualité de l'air moyenne mais malheureusement standard pour Paris.
Le sentiment de sécurité est élevé mais diminue petit à petit chaque année. La politique de logement de la mairie conduit à l'attribution de tous les HLM à une certaine population.
Police très peu visible la journée et inexistante une fois le soleil couché.
Les rues sont sales mais il s'agit surtout d'un problème de civisme des habitants. Même chose pour les dépôts sauvages d'encombrants.",16,5,8.9
75015,PARIS 15E ARRONDISSEMENT,NA,Peter,7,9,8,10,8,8,8,9,8,"Le meilleur arrondissement de Paris surtout aux abords de la rue du commerce et plus globalement au nord de la rue de la convention.
Le triangle commerce,  Cambronne et Grenelle c'est le top de l'arrondissement","Manque de théâtres mais la ligne 8 permet d'aller à Opéra en 10 minutes
Prix immobilier cher mais correct par rapport aux autres quartiers de Paris.",9,11,8.3
75015,PARIS 15E ARRONDISSEMENT,NA,Clotilde Couturier,7,9,9,10,9,8,10,10,10,"Franchement je ne comprends pas qu'on puisse se plaindre de ce quartier. Bien sûr il y a des tours moches architecturalement parlant mais à part ça,  rues animées remplies de restos et de commerces ouverts jusque 22h et le week-end et trois énormes centres commerciaux (Montpar,  Beaugrenelle,  rue du Commerce).
Je me demande d'ailleurs s'il n'y a pas toutes les franchises tout public qui existent en France qui ont une boutique quelque part dans l'arrondissement. Peut-être moins les marques spécialisées (ailleurs dans Paris) et grand luxe (7e-8e).
Il y a toutes les options pour l'éducation des enfants,  en fonction de ce qu'on souhaite : écoles et collèges : public,  privé,  spécialisé ; quatre lycées avec 98% ou plus de réussite au bac et des ponts vers des grandes écoles.
Alors certes ça m'est déjà arrivé de voir des jeunes menacer un plus petit pour des chaussures... mais moins de 3 fois en 30 ans,  ça me semble acceptable.
Vous avez aussi tout ce que vous voulez de médecins,  de cliniques spécialisées et d'hôpitaux (dont Necker pour les enfants) à moins de 100 mètres de chez vous,  plein de petits squares pour enfants,  des stades (dont roller & skatepark),  deux très grands parcs (Brassens,  Citroën),  la coulée verte,  les piscines,  le centre aquatique Aquaboulevard et des offres d'activités et de stages créatifs ou sportifs par milliers (je suis sérieuse)... Qu'est-ce que vous voulez de plus ?","Il y a clairement une amélioration à trouver sur la gestion des ordures et des cacas de trottoirs.
L'arrondissement offre beaucoup de cinémas,  mais à part quelques théâtres,  le reste manque un peu,  maintenant l'accès est facile via le métro au reste de Paris où il y a tout... mais c'est vrai que ce n'est pas au pied de l'immeuble...
En fait le vrai défaut,  c'est le prix du m² aussi bien à l'achat qu'en location. ça oui c'est un gros problème.",16,5,9.1
75015,PARIS 15E ARRONDISSEMENT,NA,BeaugrenelleRD4,7,8,4,8,7,7,7,8,8,"Très bon arrondissement,  nombreux parcs : André Citroën,  Georges Brassens,  petite ceinture,  Suzanne Lenglen; transports au top,  métro,  Gare Montparnasse,  tramway,  bus. Nombreux quartiers commerçants : rue des entrepreneurs,  convention,  etc....",Seul ombre au tableau les bandes de racailles de Vanves qui viennent s'affronter au niveau du centre commercial Beaugrenelle.,30,0,7.1
75015,PARIS 15E ARRONDISSEMENT,NA,jony,6,5,6,8,7,4,7,8,7,"quartier animé, beaucoup de commerces, transports efficaces mais insuffisants à certains endroits.
proximité des musées et des zones touristiques
vie de quartier succincte mais existante
infrastructure sportives en bonne quantité
quartier relativement propre
pas mal de parcs et d'écoles.","beaucoup de touristes tapageurs et irrespectueux notamment la nuit, incivilités en légère hausse (bruit, incidents voirie...), très peuplé, commerces primordiaux excessivement chers.
beaucoup de familles nombreuses égocentriques
mauvais état des rues/voirie (nid de poule, rues étroites empruntées par de gros camions...)",7,1,6.4
75015,PARIS 15E ARRONDISSEMENT,NA,Rcparis15,3,8,3,8,6,3,5,4,5,"Arrondissement avec transports en commun pour en sortir rapidement ou s'y déplacer facilement Métro et rer. 
Marchés fréquents et accessibles coté prix pas côté qualité.
On peut s'y garer facilement mais très cher. 
Cinéma et beaucoup de commerces. 
Encore une certaine mixité sociale. 
Certains coins encore bien :
côté convention Nord,  rue commerce,  Beaugrenelle,  Félix Faure,  Nord Vaugirard. ","Arrondissent très peuplé et infrastructures usées. 
Sud de l'arrondissement de plus en plus identique à la banlieue est  Niveau violence. 
Parcs peu nombreux. 
Pollution atmosphérique et bruit lié à la  circulation périphérique et bords de Seine.
Un arrondissement qui est une voie de circulation donc :
Rue Vaugirard, rue de Lourmel,  rue de Sèvres etc
Beaucoup d'ambulances avec les hôpitaux. 
Beaucoup de nuisances sonores dans les zones touristiques Beaugrenelle,  rue du commerce etc. 
Entretien de la voirie très médiocre  voire même saleté de la voirie. 
Services municipaux nombreux mais pas réactifs. 
Loyers très chers. 
Population étrangères riche et pas éduquée dans le parc privé des logements. 
Population mal éduquée dans les nombreux HLM implantés désormais dans le 15 eme nord,  le sud est déjà complètement invivable après 19:00. ( Sud Vaugirard )
Restaurants trop nombreux avec cuisines bruyantes et odeurs de nourriture non stop. 
Police de l'urbanisme inexistante,  méridionalisation généralisée des comportements sur la sphère publique. 
Fientes de pigeon,  parcs infestés de rats et de boites anti rats pas efficaces
Allée des cygnes mal entretenue. 
Établissements scolaires médiocres notamment le public. 
Bulle immobilière avec les riches qui achètent ainsi que les institutionnels et les pays du moyens orient. ",19,21,5
75015,PARIS 15E ARRONDISSEMENT,NA,Valgirardin,8,10,9,10,10,9,8,10,9,"Arrondissement super,
beaucoup de commerces, de restaurants de tout type et à tout prix, nombreux transports, nombreux parcs, nombreuses installations sportives, piscines et bibliothèques.
Belle promenade plantée sur la petite ceinture.
Pistes cyclables en développement.","Sentiment de sécurité sauf peut-être au sud-est de l'arrondissement.
Quelques rues sales.",22,9,9.2
75015,PARIS 15E ARRONDISSEMENT,NA,paname,9,10,9,8,8,9,9,10,10,"Metro et autres transports, parfait.
arrondissement vivant
idéal pour vivre
Ça fait 1 ans que je suis sur Paris.
j'adore!!!!!
qualité de vie parfaite
commerces à proximité
rien avoir avec nissa la poubella d'où je suis originaire
je recommande cette ville et cet arrondissement.",rien de négatif que du positif.,35,10,9.1
75015,PARIS 15E ARRONDISSEMENT,NA,Od23,8,10,7,9,9,7,6,7,8,"Quartier de Javel : bien desservi - Boulevard Périphérique à 5 min, Quais Rive Gauche, RER C (quand il n'y a pas de travaux haha), bus 30 62 88 plutôt utiles, Métro 10 d'un calme incroyable.
Tour Eiffel : à 10 min. (bus 30)
Invalides : à 10 min. (RER C)
Gare Montparnasse : à 20 min (bus 88 ou M10 + M6)
Place de l'Etoile : à 20 min (bus 30)
Quartier Latin : à 20 min. (Métro 10)
Le 15e en général : grands hôpitaux (Georges Pompidou et Necker), pas mal de marchés, un certain nombre de commodités (pas fabuleux à l'Est en revanche), pas mal d'espaces sportifs.
Etant l'arrondissement le plus peuplé de Paris, nous n'avons quand même pas le sentiment que la densité est excessive comme ailleurs (je ne citerai pas les arrondissements du nord où j'ai pu vivre). Dans l'ensemble, je trouve qu'il y fait bon vivre.","Dynamisme quelque peu absent - passé une certaine heure, le 15e est éteint. Je ne demande pas à ce qu'il y ait du vacarme, simplement c'est vraiment peu vivant.
Beaugrenelle, c'est bien. Mais c'est aussi la seule grande zone commerciale du coin. On ajoute Aquaboulevard et c'est tout.
Le plateau de Beaugrenelle n'est pas très beau à voir, c'est dommage car vu sa situation géographique, ç'aurait été plus appréciable.",9,1,7.9
75015,PARIS 15E ARRONDISSEMENT,NA,Redouane Meryem,10,10,10,9,9,9,8,8,8,"Dans ma vie antérieure j'avais vécu dans le 75015 Paris. Dommage qu'il y a très peu de boutique ésotérique. Les bibliothèques publiques sont géniales.        
Il y a même un CIDJ pour nos gamins.","Tout est cher, heureusement qu'il y a le marché.",9,5,9
75015,PARIS 15E ARRONDISSEMENT,NA,Alexeï Karamazov,9,10,9,10,9,8,8,10,9,"C'est presque l'arrondissement parfait, un mixte entre :
- des rues très commerçantes : rue du commerce, rue Saint-Charles, centre commercial Beaugrenelle, rue des entrepreneurs, rue Linois, Convention,...
- des parcs : André Citroën, Georges Brassens, square Saint Lambert, île aux Cygnes et même l'immense Champ de Mars tout proche de la partie nord.
- des transports presque partout : lignes de métro 10, 6, 12, 8, RER C, gare Montparnasse.
- de plus en plus de des pistes cyclables, notamment en bord de Seine
- pour la culture et les loisirs, plusieurs cinémas (Beaugrenelle, Convention, Aquaboulevard, Saint-Lambert), nombreuses piscines, un Aquaboulevard, nombreuses bibliothèques, un centre culturel japonais, un parc des expositions.
- des appartements de taille raisonnable pour les familles et très souvent des balcons.
Et en plus, des promenades sur les bords de Seine, une nouvelle promenade le long du quai André Citroën très agréable, à prolonger impérativement jusqu'à la rue du Docteur Finlay.","Le prix de l'immobilier très élevé, mais c'est vrai pour tout Paris.
Le sud-est de l'arrondissement reste mal desservi par les transports.
Le niveau des collèges et lycées, sans être mauvais, n'est pas non plus exceptionnel.
Des rues encore sales, liées à l'incivilité de certaines personnes.",33,3,9.1
75015,PARIS 15E ARRONDISSEMENT,NA,Alex,7,7,9,9,8,6,7,9,9,"Habitant à Convention depuis 3 ans (et 2 à Rue du Commerce), quartier au look de province. Je me sens à l'aise, la journée comme la nuit. Les commerces sont de qualité, plaisants et abordables. Le centre Beaugrenelle devient super.
Calme la nuit (pas de bar avec beaucoup de musique comme à saint michel par exemple) et vivant le jour (commerce, resto, avec du monde qui passe). En sachant que vous pouvez être dans les coins plus branchés en moins de 20 min ça va...","Manque bâtiment historique, mais ça c'est lié à l'histoire de l'arrondissement.",19,2,7.9
75015,PARIS 15E ARRONDISSEMENT,NA,Greg,7,6,7,8,8,7,7,8,7,"Très bon arrondissement comparé à d'autres arrondissements du Nord de Paris. C'est le jour et la nuit.
Très bonnes écoles et lycées et beaucoup moins de pollution que sur la rive droite.
Beaucoup de commerces de qualité.
Beaucoup de sièges de grandes entreprises et ministères.","Depuis 2-3 ans, nette dégradation de l'ambiance dans certains quartiers du sud ouest et de l'est du 15e et même en plein 15e. Bandes qui traînent tard le soir, trafics en tout genre, commerces communautaires. Mineurs livrés à eux-mêmes et non éduqués, nouveaux arrivants non intégrés etc...
Propreté qui se dégrade, nombreuses incivilités.
Hyper densification et trop peu d'espaces verts.
Incivilités routières des 2 roues notamment les livreurs qui se croient tout permis pour commettre des infractions au code de la route.",23,3,7.2
75015,PARIS 15E ARRONDISSEMENT,NA,Samyabel,9,8,8,9,9,8,8,9,8,"Avant c'était cher, mais une supérette moins chère et très conviviale est arrivée rue Jean Jaurès. Village où tous les habitants applaudissent à 20h avec de la musique quartier, beaucoup de culture et l'air est plus pur qu'ailleurs, j'habite à Lourmel et on est tous soudés entre voisins.",Rien de négatif.,6,10,8.4
75015,PARIS 15E ARRONDISSEMENT,NA,Zyx 15,5,7,5,6,7,6,6,8,6,"Quartier Georges Brassens,  îlot sympa et familial, commerces de proximité, espaces verts,  à proximité de la gare Montparnasse et de Convention.  Plutôt bien desservi par les transports en commun,  bus essentiellement.","Délinquance,  vols à  l'arraché,  bandes de petits voleurs qui font le guet en fin d'après-midi vers 17h et jusque tard pour attaquer les femmes seules et leur tirer leur sac à  main dans le triangle Brancion/Morillons /Jacques Baudry / Castagnary.  D'après la police,  ces jeunes en blouson/ survêtement à capuche viennent du quartier Falguiere et sont connus des services de police mais mineurs.  En plus des encombrants déposés de façon sauvage sur les trottoirs, et on en voit tous les jours,  cet îlot devient une zone de non droit. Dans mon seul immeuble nous sommes 5 femmes à  avoir été attaquées dans les 4 derniers mois.  Urgent de mettre en place une surveillance accrue : caméras, surveillance policière et vigilance+++ des riverains et surtout des riveraines.",34,6,6.2
75015,PARIS 15E ARRONDISSEMENT,NA,un khey,4,7,6,10,10,8,6,10,7,"Bonne densité commerciale dans certains pôles : Commerce, Beaugrenelle, Vaugirard, Convention, Lecourbe...
Quartier en dehors des flux touristiques.
Hôpitaux.
Lignes 8 et 12, tram et RER C.","Niveau transports, commerces et services, un ""ventre mou"" sur toute la partie à l'est de la ligne 12.
Standardisation des commerces.
Les HLM ont tous été accordés à certaines populations faisant grimper l'insécurité dans certains quartiers, notamment Balard, Falguières, Vanves, Briancon et Périchaux.
Les rues sont sales, jonchées de déchets. Le karcher n'est jamais passé. Il y a des minis décharges permanentes.
La police du quartier ne fait rien pour lutter contre les trafics.
Les mendiants se répandent partout.
Peu d'espaces verts.
Mobilier urbain pathétique.
Enseignement scolaire peu réputé.
Rue de la Convention bouchée en permanence et comportement exécrable des automobilistes.
Manque de places de parking.",25,5,7.6
75015,PARIS 15E ARRONDISSEMENT,NA,XYZ,6,8,1,5,5,5,5,9,4,"Commerces à proximité et le centre commercial Beaugrennelle.
Transport en commun pratique.","Le 15ème était un bel arrondissement résidentiel mais la situation s'est dégradée depuis quelques années: des zoneurs et le trafic de drogue provenant de côté Balard, police non présente malgré les coups de fil qu'on a passé suite aux situations inquiétantes, le trafic de prostitution dans mon immeuble!!!! des clochards partout... Ca devient vraiment invivable. On cherche à partir de cet arrondissement. Vraiment dommage.",25,5,5.3
75015,PARIS 15E ARRONDISSEMENT,NA,DouceurDeVivre,10,7,10,7,6,8,10,8,10,"J'habite dans une rue perpendiculaire à la rue du commerce depuis les années 90. J'y ai vu l'amélioration continue de mon environnement. On y trouve de plus en plus de magasins bios.
Le Musée du Quai Branly propose plein d'événements et il y a beaucoup de salons au parc des Expositions.
Si on prend la ligne 8 (qui a des correspondances avec tous les autres métros), on se rend facilement jusqu'aux autres lieux (théâtre, musées, boîtes de nuit…). C'est une très bonne ligne : ponctuelle, incidents rares et de courte durée.
D'ailleurs, quelque soit le domaine, la maintenance est bien faite. Le quartier est calme et propre.
Les pistes cyclables (parfois séparées de la chaussée), les tourne-à-droite, les contre-sens cyclables, les vélib' électriques... sont apparus et se sont multipliés.
Le quartier est très sûr, on peut circuler à toute heure du jour et de la nuit sans problème.
La police fait des rondes… mais elle n'a rien à faire !
Même si je n'y vais pas très souvent, j'apprécie de pouvoir aller à pied au Champ-de-Mars, à l'UNESCO (expo lors des Journées Européennes du Patrimoine), aux Invalides (sublime tombeau de Napoléon et des musées thématiques ; et chaque année : expo concept cars, course de e-Formule 1, spectacle son et lumières) et à la Tour Eiffel (avec des amis de passage).
Des équipes de tournage viennent parfois (le dernier épisode de 'Bref' a été tourné au parc Saint-Lambert).
Tout le monde se retrouve dans cet arrondissement : les cadres, les jeunes, les bobos, les retraités...
Le mieux est d'habiter dans une rue perpendiculaire à une rue commerçante : tout est à portée de main en marchant 2 mn tandis que l'environnement immédiat est silencieux.",Tous ces avantages ont un prix et je paye mon studio 850 €/mois. Mais au fond c'est un excellent rapport qualité/prix pour la qualité de vie que j'y ai.,10,11,8.4
